name,detail,cover,price,kind
理想国（商务印书馆汉译名著权威全译本，精装典藏版）,http://product.dangdang.com/28989328.html,http://img3m8.ddimg.cn/49/13/28989328-1_l_4.jpg,34.00,哲学/宗教
暖房子・屁屁侦探系列（套装共7册）,http://product.dangdang.com/29128839.html,http://img3m9.ddimg.cn/69/34/29128839-1_l_11.jpg,63.30,童书
杜噜嘟嘟（精装全四册）,http://product.dangdang.com/23614773.html,http://img3m3.ddimg.cn/6/4/23614773-1_l_4.jpg,63.40,童书
沉默的大多数（爱智慧、爱自由、反对愚蠢，读王小波的“上头之选”！依据王小波手稿、生前定稿修订多年讹误，SHOU度以读者视角排定蕞佳阅读顺序。）,http://product.dangdang.com/29176568.html,http://img3m8.ddimg.cn/80/33/29176568-1_l_27.jpg,29.50,文学
心理抚养,http://product.dangdang.com/29249369.html,http://img3m9.ddimg.cn/17/18/29249369-1_l_10.jpg,23.40,亲子/家教
山茶文具店（陆定昊诚挚推荐，日本畅销作家小川糸备受好评暖心之作）,http://product.dangdang.com/25238317.html,http://img3m7.ddimg.cn/49/25/25238317-1_l_6.jpg,24.90,小说
霍乱时期的爱情（《百年孤独》作者马尔克斯传世巨著，展示爱情的所有可能）,http://product.dangdang.com/28522850.html,http://img3m0.ddimg.cn/59/31/28522850-1_l_4.jpg,49.60,小说
致我独一无二的宝贝（联合国秘书长安东尼奥・古特雷斯高度评价，母婴育儿大V小土大橙子翻译，荣获独立图书*奖）,http://product.dangdang.com/29131992.html,http://img3m2.ddimg.cn/54/5/29131992-1_l_21.jpg,22.10,童书
心的重建(5周年纪念版，加赠精美笔记本*1+书签*2)：生命中的失去，就是重整命运的机会,http://product.dangdang.com/29302061.html,http://img3m1.ddimg.cn/41/22/29302061-1_l_15.jpg,19.90,成功/励志
全球最美的100个地方 图说天下 国家地理,http://product.dangdang.com/22790547.html,http://img3m7.ddimg.cn/54/27/22790547-1_l_1.jpg,6.80,旅游/地图
逻辑学入门：清晰思考、理性生活的88个逻辑学常识,http://product.dangdang.com/29125207.html,http://img3m7.ddimg.cn/1/28/29125207-1_l_6.jpg,40.70,成功/励志
小王子（纪念版，李继宏口碑译作，作者基金会官方认证简体中文版）【果麦经典】,http://product.dangdang.com/25298376.html,http://img3m6.ddimg.cn/15/33/25298376-1_l_54.jpg,19.90,小说
半小时漫画历史系列（共7册）中国史1-5+世界史1-2（看半小时漫画，通古今中外历史！混子哥新作！附赠定制版时间轴）,http://product.dangdang.com/29252849.html,http://img3m9.ddimg.cn/32/20/29252849-1_l_9.jpg,154.60,历史
父与子全集・拼音故事版（郑渊洁推荐版！1115幅原版漫画高清修复！让孩子在哈哈大笑中，轻松提升表达能力！作家榜出品）,http://product.dangdang.com/28505321.html,http://img3m1.ddimg.cn/53/3/28505321-1_l_54.jpg,49.50,动漫/幽默
天堂旅行团（当当专享寄语印签环衬+精编小册子，继《全世界》《云边》之后，张嘉佳新书2021全新长篇力作）,http://product.dangdang.com/29288121.html,http://img3m1.ddimg.cn/60/31/29288121-1_l_46976.jpg,24.00,小说
皮囊（400万册纪念版，直面人生的难题，刻在骨头里的故事，容纳一个个既失去家乡又未到达远方的生命）,http://product.dangdang.com/27872661.html,http://img3m1.ddimg.cn/3/6/27872661-1_l_31.jpg,24.90,文学
终身成长：重新定义成功的思维模式,http://product.dangdang.com/25166912.html,http://img3m2.ddimg.cn/23/30/25166912-1_l_36.jpg,24.90,心理学
半小时漫画党史1921―1949（针对青少年研发，给孩子们讲党的故事！严肃活泼的极简漫画党史！）（半小时漫画系列）,http://product.dangdang.com/29303678.html,http://img3m8.ddimg.cn/74/11/29303678-1_l_12.jpg,24.90,历史
暖房子・屁屁侦探系列（套装共6册）,http://product.dangdang.com/26924156.html,http://img3m6.ddimg.cn/17/33/26924156-1_l_5.jpg,52.80,童书
边城（沈从文代表作）,http://product.dangdang.com/26922459.html,http://img3m9.ddimg.cn/3/1/26922459-1_l_17.jpg,15.70,小说
这就是物理（函套10册）,http://product.dangdang.com/27909879.html,http://img3m9.ddimg.cn/96/2/27909879-1_l_9.jpg,99.90,童书
厌女：日本的女性嫌恶,http://product.dangdang.com/27872870.html,http://img3m0.ddimg.cn/14/30/27872870-1_l_3.jpg,19.00,文化
断舍离（2019新版，全新修订50%以上内容）宫崎骏、张德芬、李冰冰的减法哲学,http://product.dangdang.com/26482259.html,http://img3m9.ddimg.cn/56/27/26482259-1_l_15.jpg,22.50,成功/励志
瓦尔登湖(珍藏本) 朗读者朗读书目,http://product.dangdang.com/20971873.html,http://img3m3.ddimg.cn/10/14/20971873-1_l_17.jpg,11.20,文学
美国儿科学会育儿百科（第7版）,http://product.dangdang.com/29133667.html,http://img3m7.ddimg.cn/46/15/29133667-1_l_4.jpg,64.80,育儿/早教
真希望我父母读过这本书,http://product.dangdang.com/28997946.html,http://img3m6.ddimg.cn/54/10/28997946-1_l_13.jpg,30.20,亲子/家教
罪与罚（刑法学罗翔老师推荐版本，用爱和生活去对抗痛苦！）【果麦经典】,http://product.dangdang.com/26490763.html,http://img3m3.ddimg.cn/46/21/26490763-1_l_28.jpg,34.00,小说
小熊宝宝绘本（简装全15册）蒲蒲兰经典绘本！新手妈妈的育儿宝典！(0-3岁),http://product.dangdang.com/25289538.html,http://img3m8.ddimg.cn/87/1/25289538-1_l_7.jpg,50.00,童书
大雪将至,http://product.dangdang.com/25246440.html,http://img3m0.ddimg.cn/54/8/25246440-1_l_8.jpg,19.50,小说
晚熟的人（莫言新书）,http://product.dangdang.com/28994936.html,http://img3m6.ddimg.cn/14/34/28994936-1_l_7.jpg,36.60,小说
"有本事（冯唐全新力作,一个人有本事才是靠得住的财富。）",http://product.dangdang.com/29256771.html,http://img3m1.ddimg.cn/93/20/29256771-1_l_12.jpg,58.00,文学
米小圈上学记二年级（套装共4册）,http://product.dangdang.com/25261323.html,http://img3m3.ddimg.cn/87/17/25261323-1_l_12.jpg,49.00,童书
自卑与超越（也译作《超越自卑》。个体心理学创始人阿德勒代表作之一）,http://product.dangdang.com/25183407.html,http://img3m7.ddimg.cn/84/23/25183407-1_l_14.jpg,14.10,心理学
双城记（狄更斯经典代表作，逝世150周年纪念版！翻译泰斗宋兆霖权威译本。）,http://product.dangdang.com/28990834.html,http://img3m4.ddimg.cn/70/2/28990834-1_l_17.jpg,34.40,小说
从零开始的女性主义,http://product.dangdang.com/29298862.html,http://img3m2.ddimg.cn/10/5/29298862-1_l_8.jpg,26.00,社会科学
从零开始的女性主义,http://product.dangdang.com/29298862.html,http://img3m2.ddimg.cn/10/5/29298862-1_l_8.jpg,26.00,社会科学
华夏万卷 楷书入门6件套 楷书字帖田英章书钢笔字帖成人学生硬笔书法教程初学者基础字帖(赠控笔训练),http://product.dangdang.com/29130546.html,http://img3m6.ddimg.cn/93/2/29130546-1_l_13.jpg,23.80,艺术
红楼梦原著版（上、下册，全两册，全本120回）（团购电话:400-1066666转6）,http://product.dangdang.com/102771.html,http://img3m1.ddimg.cn/9/22/102771-1_l_5.jpg,29.90,小说
少年读徐霞客游记（游中国・地理启蒙，全3册）,http://product.dangdang.com/29122655.html,http://img3m5.ddimg.cn/23/29/29122655-1_l_14.jpg,50.00,童书
我爸爸+我妈妈（全2册）――清华附小推荐经典儿童绘本 ！（启发童书馆出品）,http://product.dangdang.com/27913770.html,http://img3m0.ddimg.cn/27/8/27913770-1_l_9.jpg,46.20,童书
钝感力（渡边淳一经典励志大作！央视新闻、《奇葩说》鼎力推荐，马东、蔡康永、杨天真、王俊凯推荐书目。写给易因小事敏感，什么都往心里去的人。),http://product.dangdang.com/25201859.html,http://img3m9.ddimg.cn/23/12/25201859-1_l_29.jpg,16.00,成功/励志
圆圈正义,http://product.dangdang.com/27925275.html,http://img3m5.ddimg.cn/48/6/27925275-1_l_7.jpg,33.20,法律
李佳琦直播推荐 学会爱自己（防性侵，安全意识、行为习惯培养绘本，全14册）,http://product.dangdang.com/23851466.html,http://img3m6.ddimg.cn/89/8/23851466-1_l_46.jpg,96.00,童书
小鸡球球触感玩具书：全5册,http://product.dangdang.com/24105221.html,http://img3m1.ddimg.cn/8/17/24105221-1_l_82.jpg,125.00,童书
米小圈脑筋急转弯（第一辑）（套装共4册）,http://product.dangdang.com/23878838.html,http://img3m8.ddimg.cn/38/0/23878838-1_l_6.jpg,31.40,童书
大熊先生盖房子（澳大利亚青少年图书奖获奖作家、加拿大总督奖获奖绘者联袂打造）,http://product.dangdang.com/25183398.html,http://img3m8.ddimg.cn/75/14/25183398-1_l_13.jpg,22.10,童书
宫西达也“你肯定能行”绘本（全18册）,http://product.dangdang.com/29132133.html,http://img3m3.ddimg.cn/96/35/29132133-1_l_17.jpg,159.00,童书
活了100万次的猫（珍藏版）,http://product.dangdang.com/25108090.html,http://img3m0.ddimg.cn/7/1/25108090-1_l_23.jpg,25.90,童书
心灵教科书绘本系列：西兰花先生的理发店（教会孩子：敢于打破常规思维，培养创新意识）丁虹绘本馆出品[3-6岁],http://product.dangdang.com/29167684.html,http://img3m4.ddimg.cn/7/29/29167684-1_l_28.jpg,29.90,童书
自驱型成长：如何科学有效地培养孩子的自律,http://product.dangdang.com/28547325.html,http://img3m5.ddimg.cn/81/12/28547325-1_l_10.jpg,49.00,亲子/家教
我们的身体,http://product.dangdang.com/23946177.html,http://img3m7.ddimg.cn/57/36/23946177-1_l_52.jpg,58.90,童书
信谊世界精选图画书-猜猜我有多爱你,http://product.dangdang.com/29132118.html,http://img3m8.ddimg.cn/81/20/29132118-1_l_15.jpg,21.90,童书
窗边的小豆豆(2018版),http://product.dangdang.com/25272786.html,http://img3m6.ddimg.cn/66/10/25272786-1_l_19.jpg,31.20,童书
苏东坡传（林语堂纪念典藏精装版）,http://product.dangdang.com/25211578.html,http://img3m8.ddimg.cn/40/0/25211578-1_l_8.jpg,26.00,传记
追风筝的人（李雪琴、高圆圆动情推荐，《纽约时报》畅销书榜上榜超100周）,http://product.dangdang.com/29211508.html,http://img3m8.ddimg.cn/73/8/29211508-1_l_20.jpg,25.60,小说
洛克菲勒留给儿子的38封信,http://product.dangdang.com/22859328.html,http://img3m8.ddimg.cn/30/25/22859328-1_l_4.jpg,9.90,成功/励志
医路向前巍子给中国人的救护指南,http://product.dangdang.com/29168581.html,http://img3m1.ddimg.cn/13/1/29168581-1_l_27.jpg,68.00,保健/养生
彩虹色的花,http://product.dangdang.com/25311931.html,http://img3m1.ddimg.cn/7/9/25311931-1_l_6.jpg,22.80,童书
理想国,http://product.dangdang.com/22765017.html,http://img3m7.ddimg.cn/66/27/22765017-1_l_22.jpg,15.70,哲学/宗教
哈利・波特与魔法石（《语文》教材推荐阅读书目，外国儿童文学经典，新英国版封面平装版）,http://product.dangdang.com/25479421.html,http://img3m1.ddimg.cn/88/0/25479421-1_l_1.jpg,32.00,童书
瓦尔登湖（瓦尔登湖畔，不只是身体的栖息之所，更是精神的沉思之地）,http://product.dangdang.com/23828561.html,http://img3m1.ddimg.cn/53/6/23828561-1_l_10.jpg,11.80,文学
薇娅推荐 小学生心理学漫画(全6册)6种心理能力，培养好性格，内心更强大。从小心理健康，成长越挫越强！(小学生漫画系列),http://product.dangdang.com/28496461.html,http://img3m1.ddimg.cn/4/23/28496461-1_l_19.jpg,98.40,童书
中华人民共和国监察法 中华人民共和国监察法实施条例,http://product.dangdang.com/29305679.html,http://img3m9.ddimg.cn/95/14/29305679-1_l_5.jpg,6.70,法律
摄影轻松入门一本就够（全彩）,http://product.dangdang.com/25268377.html,http://img3m7.ddimg.cn/13/4/25268377-1_l_3.jpg,49.50,艺术
李诞脱口秀工作手册（李诞分享创作经验！创意是智力活儿，也是体力活儿，归根结底是苦力活儿！）,http://product.dangdang.com/29288001.html,http://img3m1.ddimg.cn/39/22/29288001-1_l_10.jpg,21.00,成功/励志
非自然死亡：我的法医笔记（法医秦明冠名推荐，15年法医生涯，19宗真实案件改编。全网阅读超1亿人次！）,http://product.dangdang.com/29177689.html,http://img3m9.ddimg.cn/13/7/29177689-1_l_64.jpg,26.00,小说
富兰克林自传（《美国独立宣言》起草人的励志人生）,http://product.dangdang.com/25190563.html,http://img3m3.ddimg.cn/13/1/25190563-1_l_8.jpg,12.30,传记
古文观止（上下册，原文+导读+注释+翻译，特别适合青少年）,http://product.dangdang.com/24021172.html,http://img3m2.ddimg.cn/10/32/24021172-1_l_18.jpg,24.50,古籍
不一样的卡梅拉手绘本（1-12册）,http://product.dangdang.com/23257828.html,http://img3m8.ddimg.cn/55/35/23257828-1_l_14.jpg,60.00,童书
歪歪兔行为习惯系列互动图画书（全10册）,http://product.dangdang.com/20927266.html,http://img3m6.ddimg.cn/52/29/20927266-1_l_78.jpg,45.00,童书
梅格时空大冒险・7~14岁儿童文学科幻经典（全5册）银河的裂缝 等5册儿童文学史上家喻户晓、不可逾越的经典,http://product.dangdang.com/25099944.html,http://img3m4.ddimg.cn/78/32/25099944-1_l_30.jpg,108.40,童书
你就是孩子最好的玩具樊登导读 樊登博士的育儿成功之道，五步情感引导法，奠定父母与孩子一生的亲密关系。百万中国妈妈五星好评！,http://product.dangdang.com/29239973.html,http://img3m3.ddimg.cn/26/20/29239973-1_l_15.jpg,23.00,亲子/家教
阿米巴经营――畅销十周年纪念版，当当专享（团购，请致电010-57993380）,http://product.dangdang.com/23932960.html,http://img3m0.ddimg.cn/7/28/23932960-1_l_16.jpg,15.00,管理
共情的力量：情商高的人，如何抚慰受伤的灵魂,http://product.dangdang.com/26193811.html,http://img3m1.ddimg.cn/94/31/26193811-1_l_32.jpg,22.40,心理学
天才在左 疯子在右(全新完整版),http://product.dangdang.com/25285092.html,http://img3m2.ddimg.cn/96/32/25285092-1_l_4.jpg,49.80,心理学
哈利・波特（套装1-7册）《语文》教材推荐阅读书目，外国儿童文学经典，新英国版封面平装版,http://product.dangdang.com/25583206.html,http://img3m6.ddimg.cn/22/0/25583206-1_l_3.jpg,329.00,童书
一九八四（又译“1984”。奥威尔代表作，反乌托邦杰作之一）,http://product.dangdang.com/25215594.html,http://img3m4.ddimg.cn/96/20/25215594-1_l_11.jpg,15.10,小说
一个陌生女人的来信（茨威格中短篇小说选，豆瓣9.4高评分译作，德文直译无删节）,http://product.dangdang.com/25126131.html,http://img3m1.ddimg.cn/30/23/25126131-1_l_17.jpg,10.40,小说
简爱（英国女作家夏洛蒂・勃朗特的长篇小说，翻译家宋兆霖未删节全译本）,http://product.dangdang.com/23752765.html,http://img3m5.ddimg.cn/91/23/23752765-1_l_10.jpg,14.10,小说
茶馆（原汁原味老舍作品，无删节经典完整版。）,http://product.dangdang.com/29134558.html,http://img3m8.ddimg.cn/46/18/29134558-1_l_9.jpg,34.40,文学
橘子不是唯一的水果,http://product.dangdang.com/25233927.html,http://img3m7.ddimg.cn/15/1/25233927-1_l_2.jpg,24.50,小说
活法,http://product.dangdang.com/28481444.html,http://img3m4.ddimg.cn/35/28/28481444-1_l_9.jpg,20.80,成功/励志
价值：我对投资的思考 （高瓴资本创始人兼首席执行官张磊力作，团购请致电400-106-6666转6）,http://product.dangdang.com/29117676.html,http://img3m6.ddimg.cn/93/8/29117676-1_l_30.jpg,78.70,管理
儒林外史(56回全本，内容考证、文字句读全新修订版),http://product.dangdang.com/23733160.html,http://img3m0.ddimg.cn/88/28/23733160-1_l_9.jpg,11.80,小说
中国通史（吕思勉先生写给普通读者的中国通史入门书）,http://product.dangdang.com/23655301.html,http://img3m1.ddimg.cn/43/17/23655301-1_l_13.jpg,18.80,历史
很美很美的猜谜书(升级版)：巴黎彩绘解谜手册！激发孩子数学兴趣入门书！172道谜题+200幅中世纪风格插画，精雕细琢的图腾，全书充满故事性与神秘感,http://product.dangdang.com/29260776.html,http://img3m6.ddimg.cn/39/29/29260776-1_l_12.jpg,32.30,童书
中华人民共和国民法典(32开压纹烫金版 附草案说明)2021年1月起正式施行  团购电话：4001066666转6,http://product.dangdang.com/28553129.html,http://img3m9.ddimg.cn/44/7/28553129-1_l_13.jpg,8.10,法律
小巴掌童话注音版8册百篇张秋生著 小学生课外读本,http://product.dangdang.com/25309478.html,http://img3m8.ddimg.cn/29/35/25309478-1_l_7.jpg,38.70,童书
我们仨（新版）,http://product.dangdang.com/25284154.html,http://img3m4.ddimg.cn/49/19/25284154-1_l_27.jpg,21.00,传记
美好的旅行 全球 中国最美的100个地方 图说天下 国家地理 套装共2册[精选套装],http://product.dangdang.com/25168107.html,http://img3m7.ddimg.cn/30/4/25168107-1_l_3.jpg,15.50,旅游/地图
杨绛传：简朴的生活，高贵的灵魂（杨绛先生诞辰110周年纪念版）,http://product.dangdang.com/28555728.html,http://img3m8.ddimg.cn/69/16/28555728-1_l_11.jpg,34.40,传记
幼儿学古诗（绘本版，全2册）,http://product.dangdang.com/27941877.html,http://img3m7.ddimg.cn/18/32/27941877-1_l_5.jpg,49.00,童书
当下的力量（珍藏版）,http://product.dangdang.com/23272232.html,http://img3m2.ddimg.cn/5/9/23272232-1_l_1.jpg,22.00,成功/励志
【樊登推荐】考试脑科学 脑科学中的高效记忆法（图灵出品）,http://product.dangdang.com/29222270.html,http://img3m0.ddimg.cn/44/3/29222270-1_l_29.jpg,29.90,科普读物
富爸爸穷爸爸（新版本）当当投资理财类图书！本版随书附赠价值198元的“小白财商在线课程”,http://product.dangdang.com/27902388.html,http://img3m8.ddimg.cn/30/22/27902388-1_l_15.jpg,42.30,投资理财
见识城邦・人类简史：从动物到上帝（新版）,http://product.dangdang.com/24186019.html,http://img3m9.ddimg.cn/22/7/24186019-1_l_10.jpg,44.00,历史
